departamento,municipio,ubicacion,altitud
cundinamarca,cabrera (cundinamarca),"(3.98333333, -74.4)",1950
cundinamarca,cabrera (cundinamarca),"(3.98697222, -74.48355556)",1900
meta,acacías,"(3.99463889, -73.76558333)",525
valle del cauca,buenaventura,"(4.00108333, -76.97544444)",52
tolima,roncesvalles,"(4.00663889, -75.60775)",2581
valle del cauca,san pedro (valle del cauca),"(4.01522222, -76.15797222)",157
tolima,roncesvalles,"(4.02219444, -75.56872222)",2334
valle del cauca,tuluá,"(4.02833333, -76.16852778)",1119
tolima,san luis (tolima),"(4.02916667, -75.10555556)",450
bogotá,"bogota, d.c","(4.03102778, -74.31116667)",2900
tolima,san luis (tolima),"(4.01666667, -75.16666667)",400
tolima,guamo,"(4.01666667, -74.96666667)",330
valle del cauca,tuluá,"(4.02833333, -76.16852778)",1119
valle del cauca,tuluá,"(4.03305556, -75.88802778)",332
meta,villavicencio,"(4.03975, -73.368)",260
valle del cauca,tuluá,"(4.05436111, -75.99475)",1657
tolima,guamo,"(4.05594444, -74.8415)",319
valle del cauca,sevilla,"(4.05722222, -75.80575)",2809
boyacá,boavita,"(6.43797222, -72.63830556)",1200
cundinamarca,madrid,"(4.71711111, -74.25333333)",2575
valle del cauca,buenaventura,"(4.03333333, -77.03333333)",60
tolima,guamo,"(4.03333333, -74.98333333)",304
tolima,rovira,"(4.05425, -75.38808333)",1600
risaralda,pereira,"(4.71666667, -75.51666667)",2450
tolima,santa isabel,"(4.71666667, -75.26666667)",3500
tolima,santa isabel,"(4.71666667, -75.25)",3250
tolima,santa isabel,"(4.71666667, -75.16666667)",30
tolima,santa isabel,"(4.71666667, -75.1)",2500
tolima,santa isabel,"(4.71666667, -75.06666667)",20
cundinamarca,gachalá,"(4.72330556, -73.47055556)",1791
cundinamarca,madrid,"(4.72880556, -74.2725)",2550
risaralda,santa rosa de cabal,"(4.73272222, -75.57555556)",1875
boyacá,santa maría (boyacá),"(4.73333333, -73.2)",400
tolima,santa isabel,"(4.73561111, -75.13891667)",2670
risaralda,pereira,"(4.73333333, -75.83333333)",980
risaralda,santa rosa de cabal,"(4.73333333, -75.58333333)",1920
risaralda,santa rosa de cabal,"(4.73333333, -75.58333333)",1920
risaralda,santa rosa de cabal,"(4.73333333, -75.51666667)",2600
tolima,santa isabel,"(4.73333333, -75.33333333)",3750
cundinamarca,mosquera (cundinamarca),"(4.73333333, -74.25)",2550
cundinamarca,funza,"(4.73333333, -74.16666667)",2560
cundinamarca,ubalá,"(4.73333333, -73.48333333)",1400
meta,puerto gaitán,"(4.73333333, -71.4)",128
bogotá,"bogota, d.c","(4.73411111, -74.03702778)",2570
cundinamarca,bojacá,"(4.73888889, -74.33427778)",2570
casanare,sabanalarga (casanare),"(4.74777778, -72.99722222)",300
bogotá,"bogota, d.c","(4.75113889, -74.09158333)",2600
cundinamarca,paime,"(5.37138889, -74.15463889)",138
caldas,salamina (caldas),"(5.37294444, -75.37533333)",2690
caldas,pensilvania,"(5.37430556, -75.14916667)",216
chocó,cértegui,"(5.37475, -76.61325)",77
boyacá,ventaquemada,"(5.38305556, -73.60288889)",2630
boyacá,jenesano,"(5.385, -73.36163889)",258
cundinamarca,guachetá,"(5.38588889, -73.69105556)",2690
cundinamarca,funza,"(4.73625, -74.15733333)",2560
tolima,santa isabel,"(4.75, -75.38333333)",4250
tolima,santa isabel,"(4.75, -75.35)",40
cundinamarca,ubalá,"(4.75, -73.53333333)",1920
boyacá,ramiriquí,"(5.38333333, -73.36666667)",252
caldas,salamina (caldas),"(5.39544444, -75.48930556)",1890
boyacá,ramiriquí,"(5.39952778, -73.33297222)",2360
casanare,yopal,"(5.40261111, -72.32916667)",224
boyacá,pajarito,"(5.40727778, -72.71722222)",1550
casanare,yopal,"(5.41325, -72.29830556)",330
caldas,samaná,"(5.41944444, -74.99922222)",1532
casanare,san luis de palenque,"(5.4205, -71.72805556)",170
boyacá,ramiriquí,"(5.42222222, -73.34941667)",2200
boyacá,samacá,"(5.42282222, -73.37577778)",3250
caldas,riosucio (caldas),"(5.42477778, -75.73025)",1946
caldas,salamina (caldas),"(5.42716667, -75.33358333)",2175
antioquia,carolina,"(6.7, -75.26666667)",1770
boyacá,samacá,"(5.42863889, -73.52827778)",2950
cauca,piendamó,"(2.67447222, -76.52633333)",1822
boyacá,jenesano,"(5.41666667, -73.36666667)",2110
vichada,la primavera,"(5.41666667, -70.6)",103
casanare,yopal,"(5.369, -72.41372222)",343
huila,campoalegre,"(2.69680556, -75.29888889)",680
cauca,cajibío,"(2.69741667, -76.75472222)",1246
huila,íquira,"(2.70516667, -75.62069444)",1250
huila,teruel,"(2.71433333, -75.56933333)",740
huila,campoalegre,"(2.68333333, -75.33333333)",490
huila,yaguará,"(2.7, -75.43333333)",500
huila,campoalegre,"(2.7, -75.23333333)",880
huila,campoalegre,"(2.71344444, -75.42491667)",500
huila,campoalegre,"(2.71344444, -75.42491667)",500
cauca,el tambo (cauca),"(2.71666667, -77.16666667)",186
cauca,silvia,"(2.73333333, -76.33333333)",2980
cauca,jambaló,"(2.73333333, -76.33333333)",30
cauca,páez (belalcázar),"(2.73333333, -76.06666667)",1555
huila,campoalegre,"(2.73333333, -75.28333333)",500
cauca,el tambo (cauca),"(2.74511111, -76.90527778)",1597
huila,íquira,"(2.76852778, -75.62691667)",20
cauca,morales (cauca),"(2.76941667, -76.62419444)",1692
huila,teruel,"(2.77283333, -75.61305556)",1800
cauca,timbiquí,"(2.77361111, -77.66361111)",30
tolima,cunday,"(4.05936111, -74.68827778)",427
tolima,cunday,"(4.06638889, -74.68761111)",448
huila,teruel,"(2.76666667, -75.6)",1140
huila,teruel,"(2.76666667, -75.6)",180
huila,palermo,"(2.76666667, -75.36666667)",492
huila,palermo,"(2.76666667, -75.35)",576
huila,rivera,"(2.76666667, -75.23333333)",600
meta,villavicencio,"(4.05736111, -73.46791667)",336
meta,puerto lópez,"(4.06666667, -73.18333333)",200
valle del cauca,buenaventura,"(4.0695, -77.08436111)",22
meta,villavicencio,"(4.07672222, -73.582)",340
cundinamarca,venecia (cundinamarca),"(4.08161111, -74.48872222)",1450
valle del cauca,tuluá,"(4.09008333, -76.22358333)",980
meta,villavicencio,"(4.08608333, -73.66888889)",433
valle del cauca,andalucía,"(4.08725, -76.10080556)",1314
meta,villavicencio,"(4.09113889, -73.44877778)",300
valle del cauca,tuluá,"(4.08333333, -76.11666667)",1688
meta,villavicencio,"(4.08333333, -73.56666667)",300
meta,villavicencio,"(4.08333333, -73.56666667)",400
tolima,rovira,"(4.1, -75.33333333)",690
meta,villavicencio,"(4.1, -73.7)",400
meta,villavicencio,"(4.1, -73.45)",261
meta,villavicencio,"(4.07711111, -73.55991667)",400
meta,puerto lópez,"(4.10502778, -72.9365)",182
valle del cauca,bugalagrande,"(4.11430556, -76.04252778)",1382
cundinamarca,ubalá,"(4.75238889, -73.52858333)",1929
risaralda,santa rosa de cabal,"(4.75672222, -75.59719444)",1728
risaralda,santa rosa de cabal,"(4.75680556, -75.59741667)",1726
tolima,venadillo,"(4.76183333, -74.89869444)",331
valle del cauca,jamundí,"(3.24319444, -76.59241667)",125
tolima,rovira,"(4.11666667, -75.11666667)",690
meta,acacías,"(4.11666667, -73.8)",1200
meta,villavicencio,"(4.11666667, -73.28333333)",340
bogotá,"bogota, d.c","(4.75663889, -74.06158333)",2570
cundinamarca,funza,"(4.75905556, -74.20516667)",2560
risaralda,pereira,"(4.76666667, -75.61666667)",1595
valle del cauca,jamundí,"(3.24319444, -76.59241667)",125
huila,aipe,"(3.24355556, -75.25594444)",450
cauca,miranda,"(3.24566667, -76.22305556)",1133
meta,puerto lleras,"(3.25, -73.51666667)",240
valle del cauca,buenaventura,"(3.26066667, -77.25925)",21
cauca,puerto tejada,"(3.26280556, -76.41447222)",983
cauca,miranda,"(3.26916667, -76.34733333)",13
huila,baraya,"(3.25, -74.86666667)",1300
cauca,miranda,"(3.26666667, -76.26666667)",160
meta,puerto lleras,"(3.26666667, -73.38333333)",238
meta,uribe,"(3.24322222, -74.35372222)",950
meta,puerto lleras,"(3.26769444, -73.37319444)",245
huila,aipe,"(3.26341667, -75.25097222)",385
valle del cauca,jamundí,"(3.27444444, -76.54166667)",990
huila,baraya,"(3.27611111, -74.93583333)",638
cundinamarca,paratebueno,"(4.37697222, -73.30130556)",280
huila,colombia,"(3.28394444, -74.90822222)",550
valle del cauca,bolívar (valle del cauca),"(4.35691667, -76.35341667)",1179
tolima,cajamarca,"(4.38033333, -75.51175)",295
valle del cauca,zarzal,"(4.38305556, -76.0735)",953
cundinamarca,silvania,"(4.36666667, -74.45)",1725
cundinamarca,paratebueno,"(4.36666667, -73.26666667)",275
cundinamarca,paratebueno,"(4.36666667, -73.26666667)",275
vichada,cumaribo,"(4.36666667, -69.16666667)",154
tolima,ibagué,"(4.36841667, -75.33541667)",1420
meta,barranca de upía,"(4.38333333, -72.9)",175
tolima,santa isabel,"(4.76666667, -75.38333333)",4500
tolima,ambalema,"(4.76666667, -74.8)",335
cundinamarca,gama,"(4.76666667, -73.61666667)",2140
cundinamarca,anolaima,"(4.77088889, -74.43763889)",1915
risaralda,pereira,"(4.77338889, -75.63305556)",1589
risaralda,pereira,"(4.77641667, -75.4125)",395
risaralda,santa rosa de cabal,"(4.77666667, -75.41222222)",3957
cundinamarca,ubalá,"(4.78022222, -73.49183333)",1920
cundinamarca,ubalá,"(4.78141667, -73.48905556)",1943
risaralda,pereira,"(4.78205556, -75.64583333)",1625
risaralda,pereira,"(4.78205556, -75.64583333)",1625
risaralda,santa rosa de cabal,"(4.78333333, -75.61666667)",4500
risaralda,santa rosa de cabal,"(4.78333333, -75.45)",4500
risaralda,santa rosa de cabal,"(4.78333333, -75.4)",4250
risaralda,santa rosa de cabal,"(4.78333333, -75.38333333)",4500
tolima,ambalema,"(4.78333333, -74.88333333)",470
boyacá,pajarito,"(5.44686111, -72.70422222)",2155
caldas,supia,"(5.45291667, -75.65336111)",1192
casanare,yopal,"(5.45305556, -72.45625)",656
valle del cauca,bugalagrande,"(4.23891667, -76.03305556)",111
caldas,riosucio (caldas),"(5.43333333, -75.71666667)",1820
caldas,riosucio (caldas),"(5.43333333, -75.7)",1810
caldas,riosucio (caldas),"(5.43333333, -75.7)",1810
caldas,la dorada,"(5.43333333, -74.73333333)",200
caldas,la dorada,"(5.43333333, -74.71666667)",200
boyacá,samacá,"(5.43333333, -73.55)",3400
boyacá,samacá,"(5.45, -73.55)",3300
boyacá,samacá,"(5.45, -73.53333333)",3300
boyacá,samacá,"(5.45, -73.53333333)",3300
boyacá,samacá,"(5.45, -73.5)",3200
boyacá,samacá,"(5.45616667, -73.54011111)",3200
tolima,rovira,"(4.2425, -75.2425)",848
cundinamarca,gutiérrez,"(4.25391667, -74.00269444)",2300
cundinamarca,guayabetal,"(4.25444444, -73.82333333)",1300
tolima,suárez (tolima),"(4.25827778, -74.78361111)",3394
tolima,san luis (tolima),"(4.2745, -75.14841667)",1250
tolima,flandes,"(4.27544444, -74.798)",305
tolima,ortega,"(4.28333333, -75.2)",345
tolima,san luis (tolima),"(4.28333333, -75.05)",470
tolima,san luis (tolima),"(4.28333333, -75.03333333)",420
cundinamarca,girardot,"(4.28333333, -74.81666667)",257
tolima,flandes,"(4.28333333, -74.81666667)",257
tolima,flandes,"(4.28333333, -74.8)",300
meta,restrepo (meta),"(4.27477778, -73.61783333)",1280
boyacá,san luis de gaceno,"(4.81977778, -73.16986111)",400
cundinamarca,sopó,"(4.82083333, -73.96388889)",2650
tolima,lérida,"(4.8215, -74.92063889)",429
cundinamarca,guatavita,"(4.82880556, -73.76927778)",2802
cundinamarca,gachetá,"(4.83038889, -73.64647222)",1752
caldas,villamaria,"(4.82038889, -75.37713889)",4686
tolima,cajamarca,"(4.38375, -75.49686111)",388
cundinamarca,fusagasugá,"(4.38797222, -74.32991667)",1900
bogotá,"bogota, d.c","(4.39425, -74.132)",3050
risaralda,santa rosa de cabal,"(4.83333333, -75.55)",2250
tolima,ambalema,"(4.83333333, -74.81666667)",355
cundinamarca,cota,"(4.83333333, -74.1)",2570
valle del cauca,bolívar (valle del cauca),"(4.38511111, -76.24452778)",1657
cundinamarca,silvania,"(4.39577778, -74.39613889)",1460
cundinamarca,nariño (cundinamarca),"(4.39861111, -74.82555556)",289
valle del cauca,zarzal,"(4.40277778, -75.91541667)",1178
tolima,ibagué,"(4.40286111, -75.29252778)",1156
cundinamarca,cáqueza,"(4.40338889, -73.94055556)",1670
cundinamarca,cáqueza,"(4.40741667, -73.9475)",1671
tolima,cajamarca,"(4.40922222, -75.43336111)",1190
cundinamarca,paratebueno,"(4.39622222, -73.29252778)",275
tolima,murillo,"(4.90661111, -75.22019444)",3371
casanare,orocué,"(4.90816667, -71.53138889)",117
cundinamarca,subachoque,"(4.91683333, -74.18166667)",2650
tolima,líbano,"(4.92188889, -75.07586111)",1649
valle del cauca,roldanillo,"(4.41666667, -76.1)",916
casanare,orocué,"(4.91047222, -71.43305556)",130
risaralda,la virginia,"(4.91666667, -75.88333333)",900
cundinamarca,silvania,"(4.40002778, -74.36358333)",1520
cundinamarca,guatavita,"(4.92922222, -73.78047222)",2780
boyacá,macanal,"(4.93141667, -73.35036111)",1780
chocó,medio san juan,"(4.93222222, -76.82694444)",35
cundinamarca,sopó,"(4.92777778, -73.95)",2560
cundinamarca,susa,"(5.46244444, -73.80155556)",2600
cundinamarca,fúquene,"(5.46727778, -73.73480556)",2580
cundinamarca,puerto salgar,"(5.47138889, -74.65472222)",172
chocó,lloró,"(5.47361111, -76.53775)",75
boyacá,coper,"(5.47466667, -74.04591667)",190
caldas,marmato,"(5.46666667, -75.61666667)",650
cundinamarca,puerto salgar,"(5.46666667, -74.63333333)",170
boyacá,samacá,"(5.46666667, -73.53333333)",2620
boyacá,samacá,"(5.46666667, -73.53333333)",30
cundinamarca,fúquene,"(5.46727778, -73.73480556)",2580
caldas,la dorada,"(5.47919444, -74.67616667)",192
chocó,rio quito (paimadó),"(5.48161111, -76.74086111)",35
huila,palermo,"(2.77758333, -75.34752778)",460
cauca,timbiquí,"(2.78875, -77.46616667)",40
huila,teruel,"(2.79305556, -75.632)",1800
huila,rivera,"(2.79566667, -75.23927778)",735
boyacá,samacá,"(5.48333333, -73.53333333)",2800
huila,palermo,"(2.78333333, -75.36666667)",455
huila,palermo,"(2.78333333, -75.33333333)",451
vichada,cumaribo,"(2.78333333, -70.66666667)",125
huila,neiva,"(2.8, -75.08333333)",2100
guaviare,san josé del guaviare,"(2.8, -70.53333333)",140
huila,palermo,"(2.80397222, -75.32691667)",460
huila,neiva,"(2.8055, -75.08533333)",1580
risaralda,santa rosa de cabal,"(4.84166667, -75.57997222)",1947
risaralda,santa rosa de cabal,"(4.84416667, -75.55805556)",21
tolima,murillo,"(4.85, -75.25)",3150
chocó,san josé del palmar,"(4.83433333, -76.20694444)",1870
cundinamarca,tenjo,"(4.83508333, -74.13991667)",2570
risaralda,dosquebradas,"(4.85, -75.68333333)",1400
risaralda,santa rosa de cabal,"(4.85, -75.55)",2550
risaralda,santa rosa de cabal,"(4.85, -75.55)",2800
risaralda,santa rosa de cabal,"(4.85, -75.55)",2800
tolima,lérida,"(4.85, -74.93333333)",420
tolima,lérida,"(4.85, -74.9)",410
tolima,lérida,"(4.85, -74.85)",375
cundinamarca,facatativá,"(4.83497222, -74.38397222)",2590
caldas,villamaria,"(4.84066667, -75.36161111)",4329
boyacá,cuítiva,"(5.57491389, -72.94769444)",30
caldas,aguadas,"(5.57875, -75.34477778)",2180
boyacá,toca,"(5.57919444, -73.20877778)",2700
boyacá,toca,"(5.57963889, -73.21322222)",2700
boyacá,chiquinquirá,"(5.58333333, -73.35)",2593
boyacá,aquitania,"(5.58583333, -72.8985)",320
boyacá,aquitania,"(5.58669444, -72.81533333)",3135
caldas,aguadas,"(5.5875, -75.5775)",1480
caldas,aguadas,"(5.57575, -75.34069444)",1973
antioquia,jardín,"(5.58333333, -75.83333333)",1800
boyacá,aquitania,"(5.58333333, -72.81666667)",315
casanare,paz de ariporo,"(5.58333333, -70.28333333)",93
risaralda,marsella,"(4.93333333, -75.75)",1500
risaralda,marsella,"(4.93333333, -75.73333333)",1500
cundinamarca,guasca,"(4.85, -73.78333333)",2940
boyacá,somondoco,"(4.93647222, -73.43608333)",2620
casanare,tauramena,"(4.93736111, -72.66588889)",180
cundinamarca,subachoque,"(4.93905556, -74.15258333)",2650
chocó,nóvita,"(4.94886111, -76.59047222)",81
boyacá,tuta,"(5.70838889, -73.24216667)",2500
tolima,lérida,"(4.93333333, -74.91666667)",500
tolima,armero (guayabal),"(4.93333333, -74.86666667)",396
tolima,armero (guayabal),"(4.93333333, -74.83333333)",396
tolima,ambalema,"(4.93333333, -74.81666667)",340
casanare,orocué,"(4.93333333, -71.43333333)",137
caldas,villamaria,"(4.95, -75.35)",4800
tolima,líbano,"(4.95, -75.08333333)",1600
boyacá,santa sofía,"(5.7, -73.63333333)",2600
vichada,la primavera,"(5.7, -70.03333333)",85
boyacá,santa sofía,"(5.71066667, -73.60227778)",2300
antioquia,sonsón,"(5.71525, -75.2945)",2180
boyacá,monguí,"(5.71688056, -72.84966667)",30
antioquia,támesis,"(5.71733333, -75.69091667)",1153
boyacá,paipa,"(5.72263889, -73.12080556)",2539
boyacá,monguí,"(5.72455556, -72.84786111)",2970
cundinamarca,tabio,"(4.93305556, -74.06561111)",2600
huila,palermo,"(2.82880556, -75.33116667)",460
santander,zapatoca,"(6.8, -73.25)",1800
antioquia,valparaiso,"(5.71666667, -75.6)",505
boyacá,santa sofía,"(5.71666667, -73.65)",2600
boyacá,santa sofía,"(5.71666667, -73.63333333)",2600
risaralda,marsella,"(4.93333333, -75.75)",1500
cauca,páez (belalcázar),"(2.81666667, -76.08333333)",1860
huila,palermo,"(2.83333333, -75.31666667)",450
huila,palermo,"(2.83333333, -75.35)",520
tolima,roncesvalles,"(4.12455556, -75.49952778)",2606
meta,villavicencio,"(4.12736111, -73.63955556)",425
cundinamarca,gutiérrez,"(4.13333333, -74.05)",2300
bogotá,"bogota, d.c","(4.13797222, -74.17380556)",2840
meta,puerto concordia,"(2.83333333, -72.80933333)",235
vichada,cumaribo,"(2.83333333, -70.66666667)",125
huila,teruel,"(2.85, -75.55)",2700
huila,palermo,"(2.85, -75.31666667)",450
huila,neiva,"(2.85, -75.2)",230
meta,puerto lópez,"(4.11666667, -73.18333333)",220
meta,puerto lópez,"(4.11666667, -73.15)",182
vichada,cumaribo,"(4.11666667, -67.75)",91
valle del cauca,riofrío,"(4.13333333, -76.26666667)",936
meta,villavicencio,"(4.14408333, -73.64183333)",503
tolima,rovira,"(4.15038889, -75.306)",762
meta,villavicencio,"(4.15, -73.63333333)",470
antioquia,jardín,"(5.58772222, -75.80055556)",25
boyacá,sáchica,"(5.5885, -73.51255556)",2560
boyacá,cuítiva,"(5.58869444, -72.98305556)",2550
chocó,nuquí,"(5.59577778, -77.47561111)",20
caldas,aguadas,"(5.60002778, -75.45119444)",2400
boyacá,villa de leiva,"(5.60208333, -73.54527778)",2120
tolima,espinal,"(4.15, -74.9)",350
cundinamarca,gutiérrez,"(4.15, -74.05)",2145
boyacá,toca,"(5.59691667, -73.18772222)",2700
chocó,nuquí,"(5.59718056, -77.4967)",30
antioquia,caramanta,"(5.6, -75.6)",621
boyacá,toca,"(5.6, -73.21666667)",2690
boyacá,oicatá,"(5.60633333, -73.32336111)",2645
casanare,nunchía,"(5.60911111, -72.06780556)",345
huila,palermo,"(3.00713889, -75.55919444)",2250
cauca,buenos aires,"(3.02019444, -76.63908333)",1228
cauca,caloto,"(3.03008333, -76.40666667)",1136
huila,tello,"(3.03602778, -75.15972222)",591
cauca,buenos aires,"(3.03675, -76.57922222)",126
cauca,santander de quilichao,"(3.03802778, -76.51180556)",114
tolima,planadas,"(3.04505556, -75.76177778)",1793
cauca,santander de quilichao,"(3.04836111, -76.44141667)",141
huila,palermo,"(3.01666667, -75.4)",450
cauca,toribío,"(3.03333333, -76.23333333)",1790
huila,tello,"(3.03333333, -75.21666667)",450
huila,tello,"(3.03333333, -75.21666667)",450
cauca,santander de quilichao,"(3.04836111, -76.44141667)",141
tolima,planadas,"(3.05333333, -75.64191667)",2326
casanare,pore,"(5.72613889, -71.99288889)",300
casanare,pore,"(5.72897222, -72.00122222)",360
antioquia,sonsón,"(5.73075, -74.72608333)",1751
boyacá,sotaquirá,"(5.74188889, -73.19955556)",2534
chocó,quibdó,"(5.74361111, -76.53780556)",54
boyacá,tibasosa,"(5.74383333, -73.00491667)",2500
casanare,támara,"(5.74719444, -72.103)",350
boyacá,sotaquirá,"(5.74883333, -73.18988889)",2523
boyacá,sotaquirá,"(5.74966111, -73.23492306)",2860
huila,tello,"(3.05, -75.15)",520
chocó,el carmen (choco),"(5.73333333, -76.36666667)",1350
boyacá,santa sofía,"(5.73333333, -73.63333333)",2500
vichada,la primavera,"(5.73333333, -70.03333333)",94
tolima,ataco,"(3.28580556, -75.5875)",1737
tolima,rioblanco,"(3.28783333, -75.81541667)",1620
huila,colombia,"(3.29158333, -74.90397222)",584
