Codigo,Nombre,Categoria,Tecnologia,Estado,Departamento,Municipio,Ubicación,Altitud,Fecha_instalacion,Fecha_suspension,Area Operativa,Corriente,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Entidad
37035010,TUNEBIA [37035010],Climática Ordinaria,Convencional,Activa,Norte de Santander,Toledo (Norte de Santander),"(7.00611111, -72.11583333)",370,1972-06-15,,Area Operativa 08 - Santanderes-Arauca,Riosucio,Orinoco,Arauca,Río Cobugón - Río Cobaría,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23175020,AEROPUERTO OTU [23175020],Sinóptica Secundaria,Convencional,Activa,Antioquia,Remedios,"(7.01175, -74.71630556)",643,1940-05-15,,Area Operativa 01 - Antioquia-Chocó,Riosucio,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37010040,PRESIDENTE [37010040],Pluviométrica,Convencional,Activa,Norte de Santander,Chitagá,"(7.01388889, -72.68083333)",3320,1972-10-15,,Area Operativa 08 - Santanderes-Arauca,Riosucio,Orinoco,Arauca,Río Chítaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11125010,TERESITA LA [11125010],Climática Ordinaria,Convencional,Suspendida,Chocó,Riosucio (Choco),"(7.0, -77.5)",50,1972-03-15,2002-02-15,Area Operativa 01 - Antioquia-Chocó,Chucuri,Caribe,Atrato - Darién,Río Salaquí  y otros directos Bajo Atrato,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11100030,MURINDO [11100030],Pluviométrica,Convencional,Suspendida,Antioquia,Murindó,"(7.0, -76.75)",23,1981-12-15,1986-12-15,Area Operativa 01 - Antioquia-Chocó,Chucuri,Caribe,Atrato - Darién,Río Murindó - Directos al Atrato,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23197110,VADORREAL [23197110],Limnimétrica,Convencional,Suspendida,Santander,Girón,"(7.0, -73.18333333)",689,1967-09-15,1970-03-15,Area Operativa 08 - Santanderes-Arauca,De Oro,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23190700,PIEDECUESTA GRANJA [23190700],Pluviográfica,Convencional,Activa,Santander,Piedecuesta,"(6.99333333, -73.06777778)",10,1970-07-14 19:00,,Area Operativa 08 - Santanderes-Arauca,0,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37057110,ESPERANZA LA [37057110],Limnimétrica,Convencional,Suspendida,Arauca,Arauquita,"(7.00277778, -71.23388889)",145,1997-11-15,2008-12-12,Area Operativa 08 - Santanderes-Arauca,Bz Gaviotas,Orinoco,Arauca,Rio Banadia y otros Directos al Río Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11117020,DABEIBA 1 [11117020],Limnimétrica,Convencional,Suspendida,Antioquia,Dabeiba,"(7.01666667, -76.26666667)",490,1972-09-15,1979-02-15,Area Operativa 01 - Antioquia-Chocó,Riosucio,Caribe,Atrato - Darién,Río Sucio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26237080,YARUMAL [26237080],Limnigráfica,Convencional,Suspendida,Antioquia,San Andrés (Antioquia),"(7.01666667, -75.65)",600,1980-03-15,2002-04-15,Area Operativa 01 - Antioquia-Chocó,San Andres,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
29030140,SAN JOSE [29030140],Pluviométrica,Convencional,Activa,Atlantico,Luruaco,"(10.43944444, -75.10833333)",20,1987-10-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Ariguani,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
14015030,ESCUELA NAVAL CIOH [14015030],Climática Principal,Convencional,Activa,Bolívar,Cartagena De Indias,"(10.44722222, -75.51611111)",1,1947-03-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Ariguani,Caribe,Caribe - Litoral,Arroyos Directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
14015080,AEROPUERTO RAFAEL NUNEZ [14015080],Sinóptica Principal,Automática con Telemetría,Activa,Bolívar,Cartagena De Indias,"(10.44725, -75.51602778)",2,2005-05-06,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Ariguani,Caribe,Caribe - Litoral,Arroyos Directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
29035080,NORMAL MANATI  - AUT [29035080],Climática Principal,Automática con Telemetría,Activa,Atlantico,Manatí,"(10.45358333, -74.95463889)",10,1963-10-14 19:00,,Area Operativa 02 - Atlántico-Bolivar-Sucre,0,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
29040260,CANDELARIA [29040260],Pluviométrica,Convencional,Activa,Atlantico,Candelaria (Atlántico),"(10.45511111, -74.88688889)",4,1978-09-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Pereira,Magdalena Cauca,Bajo Magdalena,Directos al Bajo Magdalena entre Calamar y desembocadura,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
29030020,MANATI [29030020],Pluviométrica,Convencional,Suspendida,Atlantico,Manatí,"(10.45, -74.96666667)",8,1958-08-15,1971-10-15,Area Operativa 02 - Atlántico-Bolivar-Sucre,Ariguani,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
29030350,SILVANO EL [29030350],Pluviométrica,Convencional,Suspendida,Atlantico,Manatí,"(10.45, -74.96666667)",25,1969-08-15,1977-09-15,Area Operativa 02 - Atlántico-Bolivar-Sucre,Ariguani,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
28030200,NUEVO HORIZONTE [28030200],Pluviométrica,Convencional,Suspendida,Cesar,Valledupar,"(10.45, -73.23333333)",195,1971-05-15,1975-08-15,Area Operativa 05 - Magdalena-Cesar-Guajira,Ariguani,Magdalena Cauca,Cesar,Medio Cesar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
28017070,PUENTE CARRETERA [28017070],Limnimétrica,Convencional,Suspendida,La Guajira,La Jagua Del Pilar,"(10.45, -73.15)",100,1970-02-15,1977-07-15,Area Operativa 05 - Magdalena-Cesar-Guajira,Pereira,Magdalena Cauca,Cesar,Alto Cesar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
29030270,LOMA GRANDE [29030270],Pluviométrica,Convencional,Activa,Atlantico,Repelón,"(10.43383333, -75.13158333)",15,1968-09-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Ariguani,Magdalena Cauca,Bajo Magdalena,Canal del Dique margen derecho,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3502700146,GUAYABETAL RIO NEGRO 1 - AUT [3502700146],Limnigráfica,Automática con Telemetría,Activa,Cundinamarca,Guayabetal,"(4.23186389, -73.81876389)",1210,2019-06-27 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,Canal Rio Negro,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
27020190,YARUMAL [27020190],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,"(6.95597222, -75.41555556)",2400,1970-10-15,,Area Operativa 01 - Antioquia-Chocó,Arauca,Magdalena Cauca,Nechí,Alto Nechí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37010060,PORTILLO EL [37010060],Pluviométrica,Convencional,Activa,Santander,Guaca,"(7.02777778, -72.80444444)",3824,1976-12-15,,Area Operativa 08 - Santanderes-Arauca,Arauca,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23195110,LLANO GRANDE  - AUT [23195110],Climática Ordinaria,Automática con Telemetría,Activa,Santander,Girón,"(7.02555556, -73.16722222)",777,1971-07-14 19:00,,Area Operativa 08 - Santanderes-Arauca,0,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26220050,CUMBRE LA [26220050],Pluviográfica,Convencional,Suspendida,Antioquia,Peque,"(7.03333333, -75.93333333)",2440,1970-11-15,2004-11-15,Area Operativa 01 - Antioquia-Chocó,Arauca,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
13047040,TORO EL [13047040],Limnimétrica,Convencional,Suspendida,Córdoba,Tierralta,"(8.11348333, -76.12793611)",100,1990-06-15,2014-06-18,Area Operativa 02 - Atlántico-Bolivar-Sucre,Sinu,Caribe,Sinú,Medio Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3502700147,GUAYABETAL RIO NEGRO 2 - AUT [3502700147],Limnigráfica,Automática con Telemetría,Activa,Cundinamarca,Guayabetal,"(4.21605, -73.81568056)",1210,2019-06-27 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,Canal Rio Negro,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
25010100,SAN FRANCISCO [25010100],Pluviométrica,Convencional,Activa,Córdoba,Montelíbano,"(8.12916667, -75.76)",160,1973-12-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Turbo,Caribe,Sinú,Medio Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11150020,TANELA [11150020],Pluviométrica,Convencional,Activa,Chocó,Unguía,"(8.16291667, -77.04041667)",2,1974-11-15,,Area Operativa 01 - Antioquia-Chocó,Canal Buena Espe,Caribe,Atrato - Darién,Río Tanela y otros Directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16025040,CINERA-VILLA OLGA [16025040],Climática Principal,Convencional,Activa,Norte de Santander,Cúcuta,"(8.16777778, -72.46861111)",100,1965-09-15,,Area Operativa 08 - Santanderes-Arauca,Canal Floresta,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23197380,LOMA CORREDOR [23197380],Limnimétrica,Convencional,Suspendida,Cesar,Aguachica,"(8.11666667, -73.78333333)",101,1971-07-15,1981-01-15,Area Operativa 08 - Santanderes-Arauca,Lebrija,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23197280,PRADERA [23197280],Limnimétrica,Convencional,Suspendida,Cesar,Aguachica,"(8.11666667, -73.58333333)",150,1987-07-15,1997-07-15,Area Operativa 08 - Santanderes-Arauca,Quebrada Guaduas,Magdalena Cauca,Medio Magdalena,Quebrada El Carmen y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
12027060,DOS EL [12027060],Limnimétrica,Convencional,Suspendida,Antioquia,Turbo,"(8.1265, -76.69383333)",50,1984-08-15,2011-08-18,Area Operativa 01 - Antioquia-Chocó,Turbo,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16020120,BALCONES LOS [16020120],Pluviométrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.13333333, -72.45)",200,1967-11-15,2002-04-15,Area Operativa 08 - Santanderes-Arauca,Turbo,Caribe,Catatumbo,Río Pamplonita,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16027080,FLORENZA ALTO [16027080],Limnimétrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.15, -72.48333333)",100,1980-10-15,1990-01-15,Area Operativa 08 - Santanderes-Arauca,Canal Zulia,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16027180,LONDRES ALTO [16027180],Limnimétrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.15, -72.48333333)",102,1980-10-15,1990-01-15,Area Operativa 08 - Santanderes-Arauca,Canal Zulia,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16027200,BUENA ESPERANZA [16027200],Limnimétrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.15, -72.48333333)",95,1980-10-15,1990-01-15,Area Operativa 08 - Santanderes-Arauca,Canal Buena Espe,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16050070,CANTINA LA [16050070],Pluviométrica,Convencional,Suspendida,Norte de Santander,Ocaña,"(8.16666667, -73.3)",1250,1960-06-15,1971-11-15,Area Operativa 08 - Santanderes-Arauca,Canal Buena Espe,Caribe,Catatumbo,Río Algodonal (Alto Catatumbo),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16020290,PLOMO EL [16020290],Pluviométrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.16666667, -72.51666667)",120,1969-09-15,1977-07-15,Area Operativa 08 - Santanderes-Arauca,Canal Buena Espe,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16010050,ALTO VIENTO [16010050],Pluviométrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.16666667, -72.48333333)",165,1934-03-15,2002-03-15,Area Operativa 08 - Santanderes-Arauca,Canal Buena Espe,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16027210,FLORENZA INTERMEDI [16027210],Limnimétrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.16666667, -72.46666667)",95,1980-10-15,1990-01-15,Area Operativa 08 - Santanderes-Arauca,Canal Florenza,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
25015010,CENTRO ALEGRE [25015010],Climática Ordinaria,Convencional,Activa,Córdoba,Planeta Rica,"(8.18077778, -75.63227778)",170,1973-12-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Canal Floresta,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23210010,PUERTO MOSQUITO [23210010],Pluviométrica,Convencional,Activa,Cesar,Gamarra,"(8.185, -73.75527778)",90,1960-02-15,,Area Operativa 08 - Santanderes-Arauca,Canal Floresta,Magdalena Cauca,Medio Magdalena,Quebrada El Carmen y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16010040,SANTA RITA [16010040],Pluviométrica,Convencional,Activa,Norte de Santander,Cúcuta,"(8.18555556, -72.36833333)",72,1963-09-15,,Area Operativa 08 - Santanderes-Arauca,Canal Floresta,Caribe,Catatumbo,Río Pamplonita,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
13030010,TIERRALTA [13030010],Pluviométrica,Convencional,Activa,Córdoba,Tierralta,"(8.18666667, -76.05305556)",100,1959-02-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Canal Floresta,Caribe,Sinú,Medio Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
12020170,PLAYONA LA [12020170],Pluviográfica,Convencional,Suspendida,Antioquia,Turbo,"(8.18333333, -76.65)",150,1984-08-15,1992-10-15,Area Operativa 01 - Antioquia-Chocó,Canal Floresta,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16020150,CASA BLANCA [16020150],Pluviométrica,Convencional,Suspendida,Norte de Santander,El Zulia,"(8.18333333, -72.55)",70,1964-04-15,1991-05-15,Area Operativa 08 - Santanderes-Arauca,Canal Floresta,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16025070,CEEZ ICA [16025070],Agrometeorológica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.18333333, -72.51666667)",100,1983-11-15,1989-04-15,Area Operativa 08 - Santanderes-Arauca,Canal Floresta,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
13047030,TIERRALTA [13047030],Limnigráfica,Convencional,Suspendida,Córdoba,Tierralta,"(8.18705556, -76.06461111)",100,1990-06-15,2011-09-18,Area Operativa 02 - Atlántico-Bolivar-Sucre,Sinu,Caribe,Sinú,Medio Sinú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16050260,MONTECITOS [16050260],Pluviométrica,Convencional,Suspendida,Norte de Santander,La Playa,"(8.19833333, -73.24611111)",1400,1985-02-15,2009-08-10,Area Operativa 08 - Santanderes-Arauca,Sardinata,Caribe,Catatumbo,Río Algodonal (Alto Catatumbo),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16020240,PALMA LA [16020240],Pluviométrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.2, -72.55)",78,1961-01-15,2002-03-15,Area Operativa 08 - Santanderes-Arauca,Sardinata,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16020270,SAN JOAQUIN [16020270],Pluviométrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(8.2, -72.5)",110,1971-06-15,2002-04-15,Area Operativa 08 - Santanderes-Arauca,Sardinata,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37037020,ROTAMBRIA [37037020],Limnigráfica,Convencional,Suspendida,Norte de Santander,Toledo (Norte de Santander),"(7.01666667, -72.28333333)",650,1980-09-15,1993-03-15,Area Operativa 08 - Santanderes-Arauca,Cobugon,Orinoco,Arauca,Río Cobugón - Río Cobaría,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37057030,CAJAROS LOS [37057030],Limnimétrica,Convencional,Suspendida,Arauca,Arauquita,"(7.02527778, -71.27833333)",148,1997-11-15,2008-12-12,Area Operativa 08 - Santanderes-Arauca,Arauca,Orinoco,Arauca,Rio Banadia y otros Directos al Río Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24057090,LLANITO EL [24057090],Limnimétrica,Convencional,Suspendida,Santander,Barrancabermeja,"(7.18333333, -73.85)",90,1992-08-15,1996-05-15,Area Operativa 08 - Santanderes-Arauca,Cga. El Llanito,Magdalena Cauca,Sogamoso,Río Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23197680,COLOMBIA [23197680],Limnimétrica,Convencional,Suspendida,Santander,Bucaramanga,"(7.18333333, -73.1)",1200,1992-12-15,1999-07-15,Area Operativa 08 - Santanderes-Arauca,Surata,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37015020,BERLIN [37015020],Climática Principal,Convencional,Activa,Santander,Tona,"(7.18694444, -72.86861111)",3214,1968-05-15,,Area Operativa 08 - Santanderes-Arauca,Jordan,Orinoco,Arauca,Río Chítaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37010080,RINCON LOS [37010080],Pluviométrica,Convencional,Activa,Norte de Santander,Silos,"(7.19833333, -72.71277778)",2650,1985-02-15,,Area Operativa 08 - Santanderes-Arauca,Margua,Orinoco,Arauca,Río Chítaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16015110,UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT [16015110],Climática Principal,Automática con Telemetría,Activa,Norte de Santander,Cúcuta,"(7.89877778, -72.48716667)",311,2005-10-10 19:00,,Area Operativa 08 - Santanderes-Arauca,0,Caribe,Catatumbo,Río Pamplonita,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23190440,NARANJO EL [23190440],Pluviométrica,Convencional,Activa,Santander,Lebrija,"(7.205, -73.29972222)",825,1971-04-15,,Area Operativa 08 - Santanderes-Arauca,Magdalena,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37015010,SILOS [37015010],Climática Ordinaria,Convencional,Suspendida,Norte de Santander,Silos,"(7.2075, -72.75333333)",2765,1972-11-15,2018-07-13 12:13,Area Operativa 08 - Santanderes-Arauca,0,Orinoco,Arauca,Río Chítaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23190380,PALMAS [23190380],Pluviométrica,Convencional,Activa,Santander,Lebrija,"(7.21108333, -73.21788889)",855,1967-11-15,,Area Operativa 08 - Santanderes-Arauca,Magdalena,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23190340,MATAJIRA [23190340],Pluviométrica,Convencional,Activa,Santander,Matanza,"(7.21333333, -73.06472222)",996,1967-10-15,,Area Operativa 08 - Santanderes-Arauca,Magdalena,Magdalena Cauca,Medio Magdalena,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37017010,BERLIN [37017010],Limnimétrica,Convencional,Suspendida,Santander,Tona,"(7.18333333, -72.91666667)",3330,1972-05-15,2001-11-15,Area Operativa 08 - Santanderes-Arauca,Jordan,Orinoco,Arauca,Río Chítaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26225010,ITUANGO [26225010],Climática Ordinaria,Convencional,Suspendida,Antioquia,Ituango,"(7.2, -75.73333333)",1575,1970-06-15,1977-07-15,Area Operativa 01 - Antioquia-Chocó,Margua,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24057020,SOGAMOSO [24057020],Limnimétrica,Convencional,Suspendida,Santander,Puerto Wilches,"(7.2, -73.86666667)",85,1971-07-15,1978-08-15,Area Operativa 08 - Santanderes-Arauca,Sogamoso,Magdalena Cauca,Sogamoso,Río Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
27027090,PUENTE ANORI [27027090],Limnigráfica,Convencional,Suspendida,Antioquia,Anorí,"(7.20194444, -75.31577778)",600,1974-11-15,2014-08-28,Area Operativa 01 - Antioquia-Chocó,Nechi,Magdalena Cauca,Nechí,Alto Nechí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
27027080,MEDIA LUNA [27027080],Limnimétrica,Convencional,Suspendida,Antioquia,Campamento,"(7.20305556, -75.31891667)",480,1974-11-15,2010-10-20,Area Operativa 01 - Antioquia-Chocó,Nechi,Magdalena Cauca,Nechí,Alto Nechí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23157080,MALDONADO [23157080],Limnimétrica,Convencional,Suspendida,Santander,Barrancabermeja,"(7.20472222, -73.92666667)",86,1975-11-15,2008-12-12,Area Operativa 08 - Santanderes-Arauca,Magdalena,Magdalena Cauca,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37010070,SILOS [37010070],Pluviométrica,Convencional,Suspendida,Norte de Santander,Silos,"(7.2075, -72.75333333)",2765,1958-09-15,1972-10-15,Area Operativa 08 - Santanderes-Arauca,Magdalena,Orinoco,Arauca,Río Chítaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16030150,LIBERTAD LA [16030150],Pluviométrica,Convencional,Activa,Norte de Santander,Tibú,"(8.32777778, -72.64638889)",90,1983-12-15,,Area Operativa 08 - Santanderes-Arauca,Surata,Caribe,Catatumbo,"Río Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
25020940,VILLANUEVA [25020940],Pluviométrica,Convencional,Activa,Sucre,Guaranda,"(8.33277778, -74.73555556)",45,1974-04-15,,Area Operativa 01 - Antioquia-Chocó,Surata,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
25020480,PAJAROS  LOS [25020480],Pluviográfica,Convencional,Activa,Córdoba,Ayapel,"(8.34055556, -74.86777778)",25,1968-10-15,,Area Operativa 02 - Atlántico-Bolivar-Sucre,Bzo Morales,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16030140,DIVISIONES [16030140],Pluviométrica,Convencional,Activa,Norte de Santander,Sardinata,"(8.34277778, -72.69361111)",100,1983-12-15,,Area Operativa 08 - Santanderes-Arauca,Bzo Morales,Caribe,Catatumbo,"Río Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16020370,PUERTO SANTANDER [16020370],Pluviométrica,Convencional,Activa,Norte de Santander,Puerto Santander,"(8.35944444, -72.41)",50,1966-12-15,,Area Operativa 08 - Santanderes-Arauca,Zulia,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23217070,YEGUERITA 2 [23217070],Limnimétrica,Convencional,Activa,Cesar,Aguachica,"(8.36305556, -73.5725)",245,1999-08-15,,Area Operativa 08 - Santanderes-Arauca,Quebrada Buturama,Magdalena Cauca,Medio Magdalena,Quebrada El Carmen y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
